Date,Ticker,Market,Close,rsi_14,price_sma50_ratio,obv_zscore_50,macd_norm,macd_signal_norm,bb_pct_b,bb_width,atr_pct,return_1d,return_5d,return_10d,volatility_10d,volume_ratio_20d
2022-08-19,COOP,Kenya,12.6,68.42105263157895,0.10294117647058831,-2.141197523815233,0.030085196146988576,0.026025875732191218,0.7367871307847003,0.20194107533878447,0.03344671201814059,-0.0039525691699605625,-0.01562500000000011,0.09090909090909083,0.016040649283067848,0.11819164120966344
2022-08-22,COOP,Kenya,12.45,72.2222222222222,0.08667190363969612,-2.1015083720939467,0.02850476513527303,0.02677250542709376,0.6558843448230471,0.19375089071404253,0.036144578313253004,-0.011904761904761973,-0.019685039370078705,0.04621848739495782,0.015305624000065873,0.21484012821531695
2022-08-23,COOP,Kenya,12.05,61.90476190476192,0.04965156794425085,-2.415799303006877,0.024894574146593806,0.027107890269472606,0.46872006226361057,0.1846415938046066,0.03912270302311795,-0.032128514056224744,-0.04743083003952564,-0.024291497975708398,0.014412203511757593,1.10044042856602
2022-08-24,COOP,Kenya,12.1,61.90476190476192,0.051808066759388316,-2.198704165071905,0.021283730793775543,0.025853445513938245,0.4620273978963303,0.1622265509808713,0.04014167650531285,0.004149377593360981,-0.0434782608695653,-0.03585657370517936,0.013135851229015208,0.11168849165107739
2022-08-25,COOP,Kenya,12.25,65.9090909090909,0.06226153312521676,-1.999564441140225,0.019045576980484563,0.024238613565478316,0.5200491160105827,0.15315509963959376,0.039650145772594736,0.012396694214876103,-0.031620553359683834,-0.04296875,0.011787407228827495,0.21157656382677612
2022-08-26,COOP,Kenya,12.05,53.65853658536585,0.0426581292723025,-2.3173833635114582,0.016241954720127152,0.022961122308480825,0.3917448516421402,0.14339157123205998,0.04208654416123295,-0.01632653061224487,-0.04365079365079361,-0.05859375,0.012244547720595227,2.172422184368294
2022-08-29,COOP,Kenya,12.3,48.648648648648674,0.061717738454898585,-2.0507959992223133,0.014957331519657465,0.020987012568464435,0.5231738337070703,0.1407899436002489,0.04094076655052264,0.020746887966804906,-0.012048192771084265,-0.03149606299212593,0.014821687982341803,0.549289936956
2022-08-30,COOP,Kenya,12.3,42.424242424242415,0.059340280768237275,-1.926706460936544,0.014039048264070228,0.019597419707585596,0.5046075794348427,0.1324183631632839,0.039198606271776994,0.0,0.020746887966804906,-0.02766798418972327,0.014849118995926199,1.0607418790284715
2022-08-31,COOP,Kenya,12.4,36.66666666666663,0.06538362402268239,-1.7294131516949762,0.01369680378270709,0.018290861556754506,0.5441795575002122,0.1192759381483158,0.03917050691244239,0.008130081300812941,0.024793388429752206,-0.01976284584980237,0.015231142891614246,0.4851240399046526
2022-09-01,COOP,Kenya,12.4,36.66666666666663,0.06282677637781786,-1.6415450649419066,0.013361278251549735,0.01730494489571355,0.5192517651638147,0.10493593719910899,0.038594470046082935,0.0,0.012244897959183598,-0.01976284584980237,0.015231142891614246,0.6538495226416747
